Timestamp_ms,Couleur,X_center,Y_center
40012,Rouge,332,323
40012,Rouge,285,270
40012,Rouge,387,275
40012,Blanc,15,183
40012,Blanc,103,200
40012,Blanc,576,155
40044,Rouge,334,332
40044,Rouge,286,279
40044,Rouge,389,283
40044,Blanc,14,184
40044,Blanc,102,201
40044,Blanc,577,153
40076,Rouge,335,337
40076,Rouge,286,283
40076,Rouge,391,285
40076,Rouge,345,234
40076,Blanc,98,196
40076,Blanc,576,152
40109,Rouge,338,339
40109,Rouge,392,288
40109,Rouge,288,284
40109,Rouge,346,236
40109,Blanc,15,182
40109,Blanc,101,197
40109,Blanc,573,152
40140,Rouge,336,342
40140,Rouge,286,288
40140,Rouge,394,289
40140,Rouge,347,236
40140,Blanc,15,183
40140,Blanc,103,200
40140,Blanc,576,150
40175,Rouge,337,343
40175,Rouge,287,289
40175,Rouge,396,291
40175,Rouge,350,237
40175,Blanc,15,181
40175,Blanc,100,197
40175,Blanc,573,150
40203,Rouge,340,344
40203,Rouge,290,293
40203,Rouge,398,293
40203,Rouge,349,239
40203,Blanc,101,198
40203,Blanc,575,149
40220,Rouge,340,344
40220,Rouge,290,293
40220,Rouge,398,293
40220,Rouge,349,239
40220,Blanc,101,198
40220,Blanc,575,149
40239,Rouge,340,347
40239,Rouge,290,290
40239,Rouge,401,294
40239,Rouge,352,241
40239,Blanc,98,195
40239,Blanc,573,148
40323,Rouge,342,351
40323,Rouge,407,298
40323,Rouge,293,295
40323,Rouge,355,243
40323,Blanc,15,183
40323,Blanc,104,201
40323,Blanc,572,145
40356,Rouge,343,355
40356,Rouge,409,301
40356,Rouge,295,297
40356,Rouge,359,243
40356,Blanc,15,180
40356,Blanc,101,196
40356,Blanc,572,144
40386,Rouge,344,351
40386,Rouge,410,304
40386,Rouge,295,301
40386,Rouge,356,246
40386,Blanc,15,182
40386,Blanc,104,200
40386,Blanc,571,144
40418,Rouge,342,362
40418,Rouge,411,307
40418,Rouge,296,303
40418,Rouge,359,247
40418,Blanc,15,181
40418,Blanc,103,202
40418,Blanc,571,143
40450,Rouge,339,365
40450,Rouge,411,309
40450,Rouge,295,306
40450,Rouge,358,248
40450,Blanc,15,180
40450,Blanc,103,201
40450,Blanc,570,142
40482,Rouge,338,361
40482,Rouge,411,311
40482,Rouge,294,306
40482,Rouge,356,250
40482,Blanc,100,201
40482,Blanc,570,142
40515,Rouge,344,369
40515,Rouge,293,311
40515,Rouge,411,313
40515,Rouge,356,251
40515,Blanc,99,200
40515,Blanc,569,143
40548,Rouge,343,372
40548,Rouge,293,313
40548,Rouge,411,316
40548,Rouge,356,253
40548,Blanc,103,201
40548,Blanc,15,179
40548,Blanc,569,142
40580,Rouge,339,372
40580,Rouge,295,314
40580,Rouge,412,318
40580,Rouge,356,256
40580,Blanc,169,274
40580,Blanc,15,180
40580,Blanc,100,200
40580,Blanc,569,142
40611,Rouge,344,381
40611,Rouge,294,315
40611,Rouge,412,320
40611,Rouge,355,257
40611,Blanc,172,279
40611,Blanc,15,180
40611,Blanc,101,201
40611,Blanc,568,142
40646,Rouge,345,376
40646,Rouge,296,316
40646,Rouge,412,320
40646,Rouge,355,258
40646,Blanc,631,288
40646,Blanc,15,182
40646,Blanc,102,202
40646,Blanc,566,135
40673,Rouge,345,376
40673,Rouge,296,316
40673,Rouge,412,320
40673,Rouge,355,258
40673,Blanc,631,288
40673,Blanc,15,182
40673,Blanc,102,202
40673,Blanc,566,135
40723,Rouge,347,378
40723,Rouge,296,316
40723,Rouge,415,322
40723,Rouge,357,258
40723,Blanc,632,289
40723,Blanc,101,202
40723,Blanc,566,135
40754,Rouge,344,384
40754,Rouge,415,322
40754,Rouge,296,318
40754,Rouge,357,259
40754,Blanc,100,203
40754,Blanc,565,139
40788,Rouge,346,376
40788,Rouge,296,318
40788,Rouge,414,321
40788,Rouge,358,258
40788,Blanc,100,202
40788,Blanc,569,141
40821,Rouge,346,376
40821,Rouge,294,320
40821,Rouge,413,319
40821,Rouge,360,258
40821,Blanc,100,203
40821,Blanc,569,142
40851,Rouge,343,376
40851,Rouge,415,319
40851,Rouge,295,317
40851,Rouge,360,258
40851,Blanc,100,203
40851,Blanc,569,142
40883,Rouge,338,372
40883,Rouge,417,320
40883,Rouge,296,316
40883,Rouge,360,259
40883,Blanc,100,202
40883,Blanc,568,140
40915,Rouge,339,371
40915,Rouge,297,318
40915,Rouge,418,320
40915,Rouge,360,258
40915,Blanc,100,202
40915,Blanc,571,139
40950,Rouge,349,371
40950,Rouge,418,319
40950,Rouge,296,316
40950,Rouge,364,260
40950,Blanc,100,202
40950,Blanc,571,139
40984,Rouge,347,378
40984,Rouge,297,312
40984,Rouge,420,316
40984,Rouge,364,262
40984,Blanc,100,203
40984,Blanc,570,140
41013,Rouge,347,369
41013,Rouge,420,314
41013,Rouge,297,309
41013,Rouge,364,264
41013,Blanc,101,203
41013,Blanc,569,139
41044,Rouge,350,355
41044,Rouge,421,312
41044,Rouge,295,305
41044,Blanc,631,286
41044,Blanc,176,280
41044,Blanc,99,200
41044,Blanc,567,133
41074,Rouge,350,391
41074,Rouge,297,305
41074,Rouge,424,311
41074,Blanc,174,277
41074,Blanc,98,199
41074,Blanc,569,137
41109,Rouge,338,376
41109,Rouge,355,349
41109,Rouge,297,307
41109,Rouge,426,312
41109,Blanc,101,203
41109,Blanc,568,136
41155,Rouge,352,378
41155,Rouge,425,315
41155,Rouge,297,308
41155,Blanc,101,202
41155,Blanc,569,137
41186,Rouge,353,368
41186,Rouge,426,317
41186,Rouge,298,312
41186,Rouge,366,266
41186,Blanc,176,282
41186,Blanc,99,199
41186,Blanc,567,133
41218,Rouge,358,384
41218,Rouge,430,319
41218,Rouge,299,316
41218,Rouge,371,267
41218,Blanc,177,283
41218,Blanc,99,200
41218,Blanc,566,132
41249,Rouge,358,406
41249,Rouge,352,373
41249,Rouge,431,328
41249,Rouge,299,324
41249,Rouge,369,269
41249,Blanc,172,281
41249,Blanc,99,200
41249,Blanc,566,133
41285,Rouge,356,394
41285,Rouge,432,334
41285,Rouge,298,330
41285,Rouge,369,271
41285,Blanc,99,200
41285,Blanc,565,134
41316,Rouge,352,405
41316,Rouge,434,338
41316,Rouge,299,334
41316,Rouge,371,272
41316,Blanc,99,200
41316,Blanc,563,134
41347,Rouge,353,400
41347,Rouge,432,340
41347,Rouge,297,335
41347,Rouge,367,276
41347,Blanc,99,199
41347,Blanc,566,135
41380,Rouge,358,399
41380,Rouge,430,340
41380,Rouge,295,337
41380,Rouge,364,276
41380,Blanc,100,199
41380,Blanc,563,135
41411,Rouge,358,395
41411,Rouge,428,339
41411,Rouge,293,336
41411,Rouge,366,276
41411,Blanc,99,199
41411,Blanc,563,136
41446,Rouge,347,418
41446,Rouge,359,378
41446,Rouge,426,334
41446,Rouge,293,326
41446,Rouge,363,275
41446,Blanc,100,199
41446,Blanc,564,136
41477,Rouge,348,418
41477,Rouge,350,381
41477,Rouge,422,328
41477,Rouge,290,326
41477,Rouge,360,275
41477,Blanc,99,199
41477,Blanc,568,141
41508,Rouge,351,381
41508,Rouge,287,317
41508,Rouge,419,319
41508,Rouge,356,275
41508,Blanc,99,200
41508,Blanc,569,144
41558,Rouge,343,371
41558,Rouge,286,312
41558,Rouge,415,313
41558,Blanc,168,278
41558,Blanc,98,198
41558,Blanc,570,147
41592,Rouge,345,361
41592,Rouge,406,309
41592,Rouge,282,310
41592,Blanc,169,274
41592,Blanc,98,199
41592,Blanc,572,149
41621,Rouge,346,353
41621,Rouge,404,306
41621,Rouge,281,307
41621,Blanc,171,274
41621,Blanc,98,198
41621,Blanc,571,151
41650,Rouge,337,350
41650,Blanc,100,201
41650,Blanc,573,153
41682,Rouge,341,347
41682,Blanc,100,201
41682,Blanc,572,153
41716,Blanc,101,202
41716,Blanc,574,155
41750,Blanc,101,201
41750,Blanc,574,158
41781,Blanc,103,203
41781,Blanc,574,159
41811,Blanc,101,201
41811,Blanc,574,160
41845,Blanc,102,201
41845,Blanc,573,161
41876,Blanc,103,204
41876,Blanc,573,162
41909,Blanc,101,201
41909,Blanc,573,162
41941,Blanc,103,204
41941,Blanc,576,163
41988,Blanc,101,202
41988,Blanc,576,163
42023,Blanc,103,203
42023,Blanc,573,161
42053,Blanc,102,201
42053,Blanc,575,161
42085,Blanc,103,204
42085,Blanc,575,159
42120,Blanc,102,201
42120,Blanc,574,156
42151,Blanc,102,202
42151,Blanc,574,154
42181,Rouge,346,333
42181,Rouge,299,281
42181,Blanc,102,202
42181,Blanc,572,150
42214,Rouge,355,334
42214,Rouge,408,287
42214,Rouge,301,282
42214,Blanc,103,201
42214,Blanc,572,147
42245,Rouge,360,335
42245,Rouge,414,291
42245,Rouge,305,283
42245,Blanc,102,202
42245,Blanc,574,144
42279,Rouge,360,344
42279,Rouge,416,295
42279,Rouge,303,290
42279,Blanc,104,206
42279,Blanc,572,144
42308,Rouge,359,351
42308,Rouge,417,297
42308,Rouge,303,298
42308,Rouge,369,244
42308,Blanc,102,203
42308,Blanc,571,141
42342,Rouge,360,355
42342,Rouge,420,302
42342,Rouge,307,304
42342,Rouge,368,248
42342,Blanc,104,204
42342,Blanc,567,136
42377,Rouge,359,364
42377,Rouge,419,311
42377,Rouge,307,311
42377,Rouge,369,255
42377,Blanc,102,202
42377,Blanc,569,134
42423,Rouge,356,370
42423,Rouge,418,322
42423,Rouge,306,316
42423,Rouge,371,263
42423,Blanc,104,205
42423,Blanc,566,134
42455,Rouge,352,373
42455,Rouge,415,330
42455,Rouge,306,318
42455,Rouge,372,271
42455,Blanc,102,203
42455,Blanc,566,134
42488,Rouge,349,374
42488,Rouge,414,329
42488,Rouge,304,319
42488,Rouge,373,272
42488,Blanc,227,211
42488,Blanc,103,202
42488,Blanc,567,133
42517,Rouge,356,371
42517,Rouge,417,335
42517,Rouge,310,326
42517,Rouge,374,285
42517,Jaune,292,158
42517,Blanc,222,219
42517,Blanc,103,204
42517,Blanc,566,127
42551,Rouge,425,339
42551,Rouge,321,330
42551,Jaune,237,231
42551,Jaune,294,185
42551,Jaune,294,158
42551,Jaune,356,134
42551,Jaune,347,113
42551,Blanc,105,206
42551,Blanc,556,121
42583,Rouge,430,343
42583,Rouge,322,335
42583,Rouge,385,298
42583,Jaune,243,241
42583,Jaune,247,207
42583,Jaune,301,195
42583,Jaune,251,174
42583,Jaune,298,164
42583,Jaune,362,145
42583,Jaune,299,135
42583,Jaune,352,117
42583,Blanc,435,154
42583,Blanc,105,207
42583,Blanc,558,118
42615,Rouge,436,349
42615,Rouge,331,342
42615,Rouge,392,305
42615,Jaune,246,251
42615,Jaune,251,210
42615,Jaune,303,206
42615,Jaune,256,175
42615,Jaune,302,168
42615,Jaune,366,155
42615,Jaune,304,135
42615,Jaune,357,121
42615,Jaune,355,95
42615,Blanc,104,207
42615,Blanc,557,117
42647,Rouge,445,356
42647,Jaune,253,269
42647,Jaune,308,226
42647,Jaune,257,220
42647,Jaune,262,175
42647,Jaune,306,178
42647,Jaune,368,177
42647,Jaune,308,137
42647,Jaune,360,131
42647,Jaune,360,95
42647,Blanc,105,206
42647,Blanc,562,114
42680,Jaune,268,290
42680,Jaune,318,263
42680,Jaune,267,232
42680,Jaune,378,214
42680,Jaune,313,191
42680,Jaune,268,179
42680,Jaune,313,140
42680,Jaune,364,98
42680,Blanc,375,153
42680,Blanc,104,205
42680,Blanc,562,110
42709,Bleu,456,252
42709,Bleu,439,176
42709,Jaune,284,314
42709,Jaune,333,291
42709,Jaune,391,258
42709,Jaune,280,246
42709,Jaune,326,217
42709,Jaune,278,184
42709,Jaune,377,181
42709,Jaune,324,156
42709,Jaune,374,112
42709,Blanc,102,206
42709,Blanc,563,109
42742,Bleu,442,147
42742,Jaune,397,311
42742,Jaune,290,260
42742,Jaune,336,245
42742,Jaune,386,228
42742,Jaune,286,197
42742,Jaune,331,171
42742,Jaune,381,143
42742,Blanc,103,205
42742,Blanc,561,108
42776,Jaune,291,213
42776,Jaune,382,187
42776,Blanc,104,205
42776,Blanc,555,108
42820,Jaune,365,246
42820,Jaune,321,248
42820,Jaune,288,247
42820,Blanc,467,144
42820,Blanc,98,197
42820,Blanc,562,118
42853,Jaune,360,299
42853,Jaune,323,277
42853,Jaune,295,263
42853,Blanc,94,186
42853,Blanc,560,135
42888,Jaune,328,294
42888,Blanc,95,186
42888,Blanc,564,147
42917,Blanc,94,186
42917,Blanc,567,154
42953,Blanc,94,186
42953,Blanc,570,160
42983,Rouge,480,323
42983,Blanc,95,187
42983,Blanc,569,165
43015,Rouge,394,351
43015,Rouge,477,333
43015,Blanc,97,186
43015,Blanc,563,166
43046,Rouge,387,362
43046,Rouge,471,342
43046,Rouge,361,303
43046,Rouge,436,285
43046,Blanc,99,187
43046,Blanc,560,168
43078,Rouge,379,365
43078,Rouge,461,343
43078,Blanc,101,196
43078,Blanc,561,171
43111,Rouge,362,371
43111,Rouge,453,342
43111,Blanc,104,205
43111,Blanc,562,171
43142,Rouge,365,375
43142,Rouge,446,346
43142,Rouge,336,314
43142,Rouge,410,288
43142,Blanc,103,208
43142,Blanc,565,174
43176,Rouge,357,381
43176,Rouge,437,348
43176,Rouge,400,291
43176,Blanc,103,209
43176,Blanc,564,176
43210,Rouge,351,384
43210,Rouge,422,356
43210,Blanc,103,208
43210,Blanc,563,176
43259,Rouge,347,389
43259,Rouge,425,354
43259,Rouge,494,332
43259,Rouge,315,326
43259,Rouge,387,294
43259,Blanc,103,208
43259,Blanc,567,180
43297,Rouge,348,399
43297,Rouge,425,363
43297,Rouge,496,332
43297,Rouge,314,333
43297,Rouge,385,300
43297,Rouge,279,280
43297,Rouge,354,245
43297,Blanc,103,208
43297,Blanc,567,182
43329,Rouge,348,398
43329,Rouge,424,366
43329,Rouge,493,334
43329,Rouge,313,334
43329,Rouge,384,302
43329,Rouge,443,273
43329,Rouge,286,275
43329,Rouge,353,245
43329,Blanc,511,167
43329,Blanc,103,209
43329,Blanc,567,182
43351,Rouge,348,394
43351,Rouge,425,365
43351,Rouge,305,337
43351,Rouge,495,332
43351,Rouge,385,300
43351,Rouge,286,274
43351,Rouge,442,270
43351,Rouge,352,244
43351,Blanc,463,147
43351,Blanc,102,209
43351,Blanc,567,182
43373,Rouge,351,397
43373,Rouge,425,364
43373,Rouge,493,329
43373,Rouge,320,326
43373,Rouge,383,300
43373,Rouge,283,274
43373,Rouge,445,269
43373,Rouge,350,243
43373,Rouge,406,217
43373,Blanc,102,208
43373,Blanc,566,181
43403,Rouge,352,407
43403,Rouge,426,364
43403,Rouge,311,339
43403,Rouge,491,325
43403,Rouge,380,300
43403,Rouge,278,279
43403,Rouge,442,264
43403,Rouge,344,243
43403,Rouge,407,210
43403,Blanc,508,166
43403,Blanc,103,207
43403,Blanc,565,177
43438,Rouge,357,411
43438,Rouge,426,364
43438,Rouge,310,343
43438,Rouge,484,318
43438,Rouge,378,301
43438,Rouge,272,283
43438,Rouge,439,263
43438,Rouge,338,244
43438,Rouge,399,208
43438,Blanc,464,141
43438,Blanc,103,206
43438,Blanc,568,177
43469,Rouge,357,412
43469,Rouge,423,359
43469,Rouge,308,346
43469,Rouge,376,302
43469,Rouge,268,285
43469,Rouge,437,260
43469,Rouge,333,244
43469,Rouge,395,206
43469,Blanc,464,141
43469,Blanc,99,203
43469,Blanc,566,175
43500,Rouge,352,409
43500,Rouge,414,352
43500,Rouge,304,346
43500,Rouge,370,299
43500,Rouge,261,285
43500,Rouge,431,256
43500,Rouge,326,242
43500,Rouge,385,202
43500,Blanc,465,149
43500,Blanc,99,201
43500,Blanc,566,174
43534,Rouge,356,413
43534,Rouge,410,351
43534,Rouge,304,349
43534,Rouge,368,301
43534,Rouge,258,287
43534,Rouge,427,256
43534,Rouge,321,243
43534,Rouge,381,201
43534,Blanc,509,165
43534,Blanc,98,201
43534,Blanc,564,173
43564,Rouge,366,415
43564,Rouge,309,357
43564,Rouge,370,306
43564,Rouge,259,297
43564,Rouge,424,260
43564,Rouge,320,248
43564,Rouge,377,203
43564,Blanc,508,165
43564,Blanc,100,201
43564,Blanc,15,180
43564,Blanc,564,173
43596,Rouge,372,416
43596,Rouge,310,359
43596,Rouge,367,306
43596,Rouge,256,302
43596,Rouge,417,250
43596,Rouge,317,251
43596,Rouge,371,202
43596,Blanc,98,200
43596,Blanc,565,170
43630,Rouge,367,407
43630,Rouge,307,354
43630,Rouge,365,302
43630,Rouge,254,300
43630,Rouge,313,249
43630,Rouge,367,199
43630,Blanc,507,157
43630,Blanc,98,199
43630,Blanc,567,170
43691,Rouge,365,407
43691,Rouge,307,350
43691,Rouge,363,298
43691,Rouge,255,295
43691,Rouge,314,244
43691,Rouge,366,196
43691,Blanc,510,168
43691,Blanc,98,199
43691,Blanc,567,169
43720,Rouge,360,401
43720,Rouge,304,347
43720,Rouge,361,297
43720,Rouge,254,291
43720,Rouge,414,261
43720,Rouge,313,245
43720,Rouge,368,195
43720,Blanc,511,169
43720,Blanc,97,197
43720,Blanc,566,169
43750,Rouge,356,396
43750,Rouge,303,342
43750,Rouge,359,293
43750,Rouge,253,285
43750,Rouge,409,252
43750,Rouge,312,240
43750,Rouge,368,192
43750,Blanc,510,167
43750,Blanc,468,143
43750,Blanc,96,197
43750,Blanc,570,170
43780,Rouge,352,394
43780,Rouge,301,336
43780,Rouge,358,290
43780,Rouge,252,280
43780,Rouge,410,247
43780,Rouge,312,238
43780,Rouge,366,188
43780,Blanc,511,168
43780,Blanc,95,196
43780,Blanc,567,167
43814,Rouge,352,390
43814,Rouge,299,332
43814,Rouge,357,286
43814,Rouge,252,276
43814,Rouge,411,247
43814,Rouge,310,232
43814,Rouge,368,187
43814,Blanc,510,167
43814,Blanc,15,180
43814,Blanc,97,196
43814,Blanc,565,165
43848,Rouge,349,388
43848,Rouge,298,330
43848,Rouge,356,284
43848,Rouge,251,275
43848,Rouge,406,247
43848,Rouge,310,230
43848,Rouge,363,184
43848,Blanc,468,142
43848,Blanc,95,195
43848,Blanc,567,166
43877,Rouge,350,388
43877,Rouge,298,328
43877,Rouge,355,284
43877,Rouge,251,274
43877,Rouge,407,244
43877,Rouge,308,230
43877,Rouge,365,185
43877,Blanc,94,194
43877,Blanc,566,165
43909,Rouge,348,383
43909,Rouge,299,329
43909,Rouge,355,281
43909,Rouge,252,273
43909,Rouge,407,243
43909,Rouge,309,229
43909,Rouge,365,183
43909,Blanc,509,167
43909,Blanc,95,194
43909,Blanc,564,162
43941,Rouge,348,379
43941,Rouge,298,324
43941,Rouge,354,279
43941,Rouge,252,273
43941,Rouge,400,234
43941,Rouge,310,226
43941,Rouge,365,182
43941,Blanc,95,194
43941,Blanc,563,162
43974,Rouge,344,379
43974,Rouge,296,323
43974,Rouge,354,277
43974,Rouge,252,269
43974,Rouge,406,233
43974,Rouge,307,224
43974,Rouge,360,177
43974,Blanc,509,166
43974,Blanc,95,192
43974,Blanc,565,161
44006,Rouge,337,369
44006,Rouge,296,318
44006,Rouge,354,274
44006,Rouge,252,265
44006,Rouge,408,231
44006,Rouge,309,221
44006,Rouge,361,178
44006,Blanc,94,193
44006,Blanc,564,160
44037,Rouge,342,367
44037,Rouge,392,307
44037,Rouge,295,311
44037,Rouge,354,267
44037,Rouge,253,257
44037,Rouge,408,223
44037,Rouge,309,214
44037,Rouge,362,174
44037,Blanc,94,193
44037,Blanc,566,158
44068,Rouge,345,352
44068,Rouge,399,299
44068,Rouge,299,300
44068,Rouge,357,257
44068,Rouge,255,247
44068,Rouge,410,216
44068,Rouge,312,207
44068,Rouge,365,168
44068,Blanc,509,165
44068,Blanc,94,192
44068,Blanc,567,156
44116,Rouge,355,342
44116,Rouge,408,291
44116,Rouge,306,287
44116,Rouge,364,248
44116,Rouge,263,238
44116,Rouge,409,212
44116,Rouge,319,199
44116,Rouge,371,162
44116,Blanc,94,193
44116,Blanc,566,153
44151,Rouge,318,273
44151,Rouge,371,234
44151,Rouge,273,223
44151,Rouge,328,189
44151,Rouge,378,155
44151,Blanc,95,192
44151,Blanc,567,150
44182,Rouge,429,251
44182,Rouge,329,253
44182,Rouge,383,218
44182,Rouge,281,209
44182,Rouge,428,184
44182,Rouge,334,176
44182,Rouge,379,146
44182,Blanc,95,194
44182,Blanc,562,144
44214,Rouge,401,280
44214,Rouge,439,239
44214,Rouge,339,236
44214,Rouge,384,202
44214,Rouge,284,198
44214,Rouge,332,167
44214,Rouge,368,140
44214,Blanc,96,194
44214,Blanc,561,139
44245,Rouge,417,265
44245,Rouge,445,230
44245,Rouge,342,227
44245,Rouge,383,195
44245,Blanc,96,198
44245,Blanc,562,137
44278,Rouge,436,260
44278,Rouge,458,223
44278,Rouge,361,226
44278,Rouge,303,196
44278,Rouge,393,192
44278,Rouge,334,163
44278,Blanc,501,241
44278,Blanc,96,199
44278,Blanc,563,135
44311,Rouge,470,209
44311,Rouge,408,181
44311,Blanc,96,200
44311,Blanc,563,132
44345,Blanc,15,181
44345,Blanc,100,201
44345,Blanc,569,129
44374,Blanc,97,201
44374,Blanc,572,125
44405,Blanc,97,201
44405,Blanc,572,121
44437,Blanc,98,202
44437,Blanc,571,115
44471,Blanc,15,181
44471,Blanc,102,205
44471,Blanc,571,111
44516,Blanc,167,271
44516,Blanc,97,202
44516,Blanc,570,108
44552,Blanc,98,203
44552,Blanc,573,105
44583,Blanc,98,203
44583,Blanc,577,104
44615,Blanc,98,204
44615,Blanc,578,104
44641,Blanc,98,204
44641,Blanc,578,104
44668,Blanc,98,201
44668,Blanc,579,102
44702,Blanc,95,197
44702,Blanc,579,102
44732,Blanc,93,187
44732,Blanc,578,100
44765,Blanc,612,144
44765,Blanc,91,185
44765,Blanc,576,91
44795,Blanc,90,185
44795,Blanc,590,101
44828,Blanc,93,188
44828,Blanc,590,101
44860,Blanc,92,186
44860,Blanc,588,100
44893,Blanc,93,188
44893,Blanc,588,99
44941,Blanc,93,186
44941,Blanc,586,98
44971,Blanc,93,187
44971,Blanc,584,95
45004,Blanc,93,187
45004,Blanc,583,97
45036,Blanc,93,186
45036,Blanc,582,97
45071,Blanc,93,188
45071,Blanc,584,98
45101,Blanc,95,191
45101,Blanc,584,99
45134,Blanc,98,201
45134,Blanc,583,100
45167,Blanc,171,274
45167,Blanc,97,198
45167,Blanc,583,100
45200,Jaune,522,109
45200,Blanc,98,201
45200,Blanc,582,100
45232,Jaune,520,111
45232,Blanc,99,201
45232,Blanc,578,100
45263,Blanc,99,201
45263,Blanc,575,101
45297,Blanc,99,202
45297,Blanc,573,102
45328,Blanc,103,205
45328,Blanc,571,104
45376,Blanc,103,204
45376,Blanc,571,105
45409,Blanc,103,205
45409,Blanc,572,105
45440,Blanc,103,206
45440,Blanc,573,106
45474,Blanc,103,205
45474,Blanc,572,106
45502,Blanc,103,204
45502,Blanc,570,106
45535,Blanc,100,200
45535,Blanc,574,106
45568,Blanc,103,205
45568,Blanc,575,107
45599,Blanc,103,207
45599,Blanc,575,107
45633,Blanc,102,208
45633,Blanc,575,107
45666,Vert,411,313
45666,Blanc,471,111
45666,Blanc,102,209
45666,Blanc,575,107
45697,Vert,415,46
45697,Blanc,472,113
45697,Blanc,102,208
45697,Blanc,576,107
45729,Blanc,102,209
45729,Blanc,576,106
45760,Blanc,102,209
45760,Blanc,572,107
45807,Blanc,102,209
45807,Blanc,574,107
45839,Blanc,102,209
45839,Blanc,576,108
45867,Blanc,102,209
45867,Blanc,576,107
45900,Blanc,102,209
45900,Blanc,576,107
45932,Blanc,102,209
45932,Blanc,575,107
45965,Blanc,102,209
45965,Blanc,575,107
45998,Blanc,102,208
45998,Blanc,575,106
46028,Blanc,103,207
46028,Blanc,574,106
46061,Blanc,101,203
46061,Blanc,574,106
46096,Blanc,103,205
46096,Blanc,573,106
46134,Blanc,104,206
46134,Blanc,574,106
46170,Blanc,103,207
46170,Blanc,574,106
46215,Blanc,103,207
46215,Blanc,574,106
46248,Blanc,101,204
46248,Blanc,574,106
46277,Blanc,103,207
46277,Blanc,573,107
46313,Blanc,104,207
46313,Blanc,573,107
46345,Blanc,103,205
46345,Blanc,573,107
46375,Blanc,104,206
46375,Blanc,574,106
46407,Blanc,103,206
46407,Blanc,574,106
46438,Blanc,104,207
46438,Blanc,574,106
46468,Blanc,104,206
46468,Blanc,575,105
46497,Blanc,103,207
46497,Blanc,575,103
46530,Blanc,104,207
46530,Blanc,575,101
46561,Blanc,104,207
46561,Blanc,575,98
46591,Blanc,101,204
46591,Blanc,576,97
46641,Blanc,102,203
46641,Blanc,578,96
46671,Blanc,104,206
46671,Blanc,581,96
46704,Blanc,104,207
46704,Blanc,582,96
46734,Blanc,104,207
46734,Blanc,582,97
46767,Jaune,336,165
46767,Jaune,387,161
46767,Blanc,101,203
46767,Blanc,585,97
46800,Jaune,312,221
46800,Jaune,268,220
46800,Jaune,363,219
46800,Jaune,282,159
46800,Jaune,324,158
46800,Jaune,376,152
46800,Jaune,295,101
46800,Jaune,338,93
46800,Jaune,392,84
46800,Blanc,103,206
46800,Blanc,587,98
46832,Jaune,261,214
46832,Jaune,300,210
46832,Jaune,344,204
46832,Jaune,275,161
46832,Jaune,310,160
46832,Jaune,362,142
46832,Jaune,370,78
46832,Blanc,106,208
46832,Blanc,15,180
46832,Blanc,323,91
46832,Blanc,591,109
46863,Jaune,259,214
46863,Jaune,292,204
46863,Jaune,331,192
46863,Jaune,276,158
46863,Jaune,307,147
46863,Jaune,346,129
46863,Jaune,290,106
46863,Jaune,324,88
46863,Jaune,363,70
46863,Blanc,104,205
46863,Blanc,594,118
46897,Rouge,345,230
46897,Jaune,287,200
46897,Jaune,324,177
46897,Jaune,304,146
46897,Jaune,337,122
46897,Jaune,321,93
46897,Jaune,356,68
46897,Blanc,101,204
46897,Blanc,596,125
46929,Jaune,319,175
46929,Jaune,334,120
46929,Jaune,354,67
46929,Blanc,104,207
46929,Blanc,596,128
46960,Jaune,321,174
46960,Jaune,335,120
46960,Jaune,354,67
46960,Blanc,104,207
46960,Blanc,596,130
46992,Jaune,320,174
46992,Jaune,333,120
46992,Jaune,354,67
46992,Blanc,102,204
46992,Blanc,596,131
47025,Jaune,331,121
47025,Blanc,105,207
47025,Blanc,597,132
47073,Blanc,104,206
47073,Blanc,599,134
47103,Blanc,102,204
47103,Blanc,599,134
47135,Rouge,392,254
47135,Blanc,14,181
47135,Blanc,107,207
47135,Blanc,600,135
47168,Blanc,104,207
47168,Blanc,601,135
47201,Blanc,104,207
47201,Blanc,600,136
47233,Jaune,328,125
47233,Blanc,105,207
47233,Blanc,600,136
47269,Jaune,313,186
47269,Jaune,327,127
47269,Blanc,105,206
47269,Blanc,601,136
47302,Jaune,315,190
47302,Jaune,326,130
47302,Jaune,343,72
47302,Blanc,105,207
47302,Blanc,601,136
47334,Jaune,323,135
47334,Jaune,340,74
47334,Blanc,104,207
47334,Blanc,601,136
47367,Jaune,321,136
47367,Jaune,338,75
47367,Blanc,102,204
47367,Blanc,601,136
47399,Jaune,333,78
47399,Blanc,15,181
47399,Blanc,107,208
47399,Blanc,601,137
47431,Jaune,330,80
47431,Blanc,102,204
47431,Blanc,602,138
47464,Blanc,102,204
47464,Blanc,602,139
47512,Blanc,289,190
47512,Blanc,104,207
47512,Blanc,601,141
47543,Blanc,284,208
47543,Blanc,105,207
47543,Blanc,601,143
47578,Blanc,284,215
47578,Blanc,103,202
47578,Blanc,602,142
47605,Blanc,104,207
47605,Blanc,602,143
47636,Blanc,104,207
47636,Blanc,602,144
47671,Blanc,104,207
47671,Blanc,603,144
47702,Blanc,105,207
47702,Blanc,603,144
47733,Blanc,105,206
47733,Blanc,602,146
47764,Blanc,105,207
47764,Blanc,602,150
47796,Blanc,105,207
47796,Blanc,601,153
47830,Blanc,105,207
47830,Blanc,601,156
47861,Blanc,105,206
47861,Blanc,601,159
